predicted_price,actual_price,value_diff,budget,position_needed,popularity,performance,composition_match,age,injury_risk,buy_decision
71,69,2,162,1,0.45,0.97,1,32,0.32,0
69,74,-5,225,0,0.32,0.8,1,22,0.71,0
61,57,4,134,1,0.85,0.55,1,29,0.9,0
84,93,-9,147,0,0.51,0.58,0,31,0.2,0
43,53,-10,97,1,0.98,0.71,1,31,0.67,0
83,76,7,61,0,0.74,0.54,1,30,0.94,0
50,59,-9,231,0,0.41,0.61,0,23,0.2,0
86,78,8,129,0,0.37,0.63,1,35,0.08,1
58,66,-8,243,1,0.32,0.71,1,22,0.37,0
48,43,5,128,0,0.76,0.62,0,33,0.31,0
91,88,3,244,1,0.88,0.67,0,35,0.8,0
50,42,8,131,0,0.88,0.94,1,33,0.07,1
57,54,3,280,1,0.92,0.7,0,22,0.92,0
61,67,-6,234,1,0.48,0.57,0,32,0.6,0
91,81,10,72,0,0.1,0.91,0,34,0.74,0
42,32,10,83,0,0.15,0.79,1,33,0.63,1
61,68,-7,106,0,0.58,0.55,1,28,0.06,0
61,60,1,191,0,0.45,0.51,0,18,0.19,0
95,91,4,208,0,0.22,0.93,1,28,0.64,0
82,83,-1,217,1,0.68,0.65,0,24,0.54,0
64,66,-2,261,1,0.02,0.94,1,34,0.2,0
93,95,-2,234,0,0.76,0.61,0,33,0.51,0
57,55,2,89,1,0.86,0.89,1,31,0.61,0
